id,age,education,city,country
128496,53,среднее,1134,32
104540,32,среднее,1134,32
24147,47,среднее,1134,32
93853,37,среднее,1134,32
54066,17,высшее,1198,32
34452,12,среднее,1167,32
169757,53,среднее,1134,32
57698,50,среднее,1189,32
146452,40,среднее,1167,32
90384,40,среднее,1134,32
17504,56,среднее,1188,32
91105,52,среднее,1202,32
164535,55,высшее,1163,32
4442,35,среднее,1188,32
36406,15,высшее,1179,32
57575,59,среднее,1179,32
175316,60,высшее,1134,32
167656,74,среднее,1187,32
20577,32,среднее,1188,32
38819,26,среднее,1192,32
139163,47,среднее,1200,32
137939,34,среднее,1167,32
103198,32,среднее,1134,32
2873,39,среднее,1151,32
155903,48,среднее,1134,32
46461,45,среднее,1189,32
28956,45,среднее,1188,32
25375,44,среднее,1200,32
94245,37,среднее,1134,32
130263,29,среднее,1153,32
119058,21,высшее,1190,32
145816,27,среднее,1197,32
12588,46,среднее,1167,32
4584,53,среднее,1134,32
86628,27,среднее,1178,32
70665,22,высшее,1164,32
64770,29,среднее,1188,32
70745,38,среднее,1207,32
61263,37,среднее,1152,32
170009,53,среднее,1188,32
153036,47,среднее,1134,32
102779,20,высшее,1188,32
175784,61,среднее,1188,32
145207,38,среднее,1196,32
130330,23,высшее,1134,32
59118,33,среднее,1134,32
158100,61,среднее,1134,32
27607,46,среднее,1188,32
141776,38,среднее,1134,32
137880,33,среднее,1168,32
170439,20,высшее,33,32
107428,50,среднее,1134,32
135088,50,среднее,702,32
157514,34,среднее,1188,32
108918,38,среднее,1134,32
142299,24,высшее,1188,32
73901,43,среднее,1167,32
65192,26,высшее,1208,32
58719,43,среднее,1134,32
152249,36,среднее,1159,32
44458,54,среднее,1200,32
40283,43,среднее,1183,32
41552,34,среднее,1167,32
6989,40,среднее,1159,32
102701,36,среднее,1159,32
132160,41,среднее,1203,32
105214,62,среднее,1134,32
62639,36,среднее,1204,32
132602,44,среднее,1188,32
25395,36,среднее,1134,32
53674,54,среднее,1182,32
157841,35,среднее,1207,32
151953,55,среднее,1134,32
30837,50,среднее,1157,32
159279,21,высшее,1177,32
73230,50,среднее,1134,32
74355,42,среднее,1134,32
11866,68,среднее,1134,32
90179,48,среднее,1134,32
42152,52,среднее,1156,32
15667,44,среднее,1134,32
45703,55,среднее,1188,32
85029,43,среднее,1134,32
21086,42,среднее,1188,32
126722,24,высшее,1178,32
67891,50,среднее,1192,32
170527,23,высшее,1134,32
59237,41,среднее,1145,32
48065,28,высшее,489,32
81309,24,высшее,1188,32
38897,44,среднее,1196,32
113863,34,среднее,1188,32
14948,24,высшее,1134,32
162606,36,среднее,1134,32
95132,26,среднее,1134,32
85207,17,высшее,1157,32
47685,24,высшее,1142,32
147307,41,среднее,1188,32
32025,43,среднее,1134,32
94600,51,среднее,1188,32
39481,35,среднее,1188,32
126436,20,высшее,1134,32
161850,50,среднее,1134,32
94096,41,высшее,1178,32
59253,30,среднее,1171,32
117865,45,среднее,1188,32
142536,28,высшее,1134,32
177595,43,среднее,1188,32
68406,53,среднее,1134,32
71045,36,среднее,1194,32
25099,48,среднее,1188,32
149459,41,среднее,1188,32
135154,17,высшее,1177,32
27713,37,среднее,1134,32
166872,37,среднее,1188,32
127414,20,высшее,1188,32
118916,36,среднее,1186,32
167732,38,среднее,1198,32
114906,23,высшее,1134,32
103653,34,среднее,1188,32
112715,47,среднее,1134,32
28946,17,высшее,1178,32
51226,38,среднее,1167,32
120439,37,среднее,1179,32
134299,40,среднее,1190,32
86282,48,среднее,1134,32
2258,46,среднее,1151,32
30072,19,высшее,1156,32
129809,54,высшее,1150,32
60490,37,среднее,1187,32
4539,31,среднее,1188,32
135893,19,высшее,1183,32
43637,26,высшее,1165,32
80136,24,высшее,1150,32
74386,55,среднее,1188,32
88284,29,высшее,1134,32
137952,37,среднее,1200,32
64123,23,высшее,1188,32
83439,25,высшее,1188,32
165825,47,среднее,1178,32
145508,48,среднее,1185,32
21029,29,среднее,1134,32
114378,29,среднее,1178,32
85691,16,высшее,1157,32
168207,57,среднее,1134,32
129954,19,высшее,1188,32
19671,50,среднее,1134,32
172534,35,среднее,1192,32
137100,33,среднее,1178,32
38495,39,среднее,1203,32
141430,52,среднее,1190,32
94651,35,среднее,1183,32
116290,26,высшее,1188,32
175828,25,высшее,1188,32
60418,38,среднее,2,32
30322,41,среднее,1134,32
89472,40,среднее,1190,32
48445,48,среднее,1200,32
69437,39,среднее,1187,32
54035,62,среднее,1171,32
46124,33,среднее,1134,32
84177,50,среднее,1177,32
210,76,среднее,1177,32
42662,26,высшее,1188,32
59289,38,среднее,1188,32
111790,57,среднее,1190,32
67197,22,высшее,1188,32
30549,67,среднее,1148,32
59185,28,среднее,1187,32
111013,35,среднее,1168,32
29379,46,среднее,1201,32
11018,20,высшее,1178,32
2154,44,среднее,1178,32
11999,47,среднее,1042,35
54572,43,среднее,1155,32
75317,40,среднее,1188,32
19583,31,среднее,1194,32
63884,28,высшее,1162,32
128265,19,высшее,1134,32
65166,44,среднее,1185,32
38928,36,среднее,1177,32
21975,49,среднее,1199,32
55213,38,среднее,1160,32
160005,26,высшее,1160,32
84766,34,среднее,1134,32
21367,22,высшее,1165,32
84753,38,среднее,1155,32
67599,50,среднее,1142,32
2087,31,среднее,1134,32
65687,32,среднее,1188,32
15293,30,среднее,3,35
80192,39,среднее,1168,32
175901,22,высшее,1134,32
79261,23,высшее,1201,32
66939,48,среднее,1134,32
101770,38,среднее,1134,32
19362,45,среднее,1134,32
177540,27,высшее,1178,32
49723,31,среднее,1204,32
87419,73,среднее,1134,32
134533,40,среднее,1188,32
121477,22,высшее,1134,32
70089,40,среднее,1134,32
69425,16,высшее,1157,32
67596,58,среднее,1134,32
165667,28,среднее,1150,32
104472,37,среднее,1178,32
58181,66,среднее,1134,32
141647,28,среднее,1042,35
60830,35,среднее,1183,32
28731,39,среднее,1134,32
158283,39,среднее,1134,32
4861,51,среднее,1178,32
132459,22,высшее,1192,32
138292,46,среднее,1134,32
41622,25,среднее,1177,32
81185,15,высшее,1204,32
173566,25,высшее,33,32
3612,42,среднее,1134,32
120824,44,среднее,1185,32
132696,21,высшее,1178,32
173483,25,высшее,1201,32
101803,29,среднее,1192,32
70059,59,среднее,1183,32
77331,28,среднее,1188,32
93909,35,среднее,1152,32
20916,35,среднее,1194,32
102980,46,среднее,1134,32
176187,15,среднее,1183,32
55523,50,среднее,1182,32
1656,31,среднее,1156,32
157920,51,среднее,1178,32
90880,22,высшее,1177,32
108565,30,среднее,1134,32
69900,15,высшее,129,32
75140,64,высшее,1157,32
112512,41,среднее,1188,32
90561,41,среднее,1134,32
87931,21,высшее,1201,32
79890,36,среднее,1134,32
9131,53,среднее,1188,32
133950,44,среднее,1157,32
172553,43,высшее,1134,32
136480,47,среднее,1134,32
10627,64,высшее,1150,32
121907,34,среднее,1134,32
138505,34,среднее,1157,32
13742,37,среднее,1196,32
89062,30,среднее,1161,32
20196,49,среднее,1201,32
14598,57,среднее,1134,32
47593,26,высшее,1167,32
74823,62,высшее,1157,32
110356,37,среднее,1201,32
107438,40,среднее,1188,32
143746,25,высшее,1188,32
83333,23,высшее,1134,32
15547,50,среднее,1154,32
98057,24,высшее,1134,32
121754,32,среднее,1162,32
163339,33,среднее,1134,32
111745,35,высшее,1183,32
137659,43,среднее,1178,32
76150,24,высшее,1137,32
13265,41,среднее,1134,32
153386,38,высшее,1134,32
124517,49,среднее,1168,32
100128,57,среднее,1177,32
133401,40,среднее,1188,32
54547,24,высшее,1186,32
62990,47,среднее,1188,32
169208,39,среднее,1189,32
11804,22,высшее,1167,32
143622,48,высшее,1158,32
106872,23,высшее,1134,32
57875,15,высшее,1178,32
119557,36,среднее,1188,32
140647,36,среднее,1177,32
81616,43,среднее,1154,32
48744,37,среднее,1157,32
86721,66,среднее,1148,32
124257,29,среднее,1134,32
78031,40,среднее,1185,32
59673,38,среднее,1212,32
31205,52,среднее,1164,32
120583,52,среднее,1151,32
164864,45,среднее,1202,32
160499,23,высшее,1134,32
101556,31,среднее,1202,32
98981,36,среднее,1160,32
7498,41,среднее,1201,32
95591,33,среднее,1188,32
27865,54,среднее,1188,32
125033,41,среднее,1187,32
43260,38,среднее,1141,32
17108,45,среднее,1134,32
71708,45,среднее,1179,32
66160,53,среднее,1134,32
107183,34,среднее,1134,32
164890,43,среднее,1134,32
163370,46,среднее,1162,32
40145,47,среднее,1177,32
41350,43,среднее,1175,32
5612,49,среднее,1200,32
9762,48,среднее,1183,32
28412,59,среднее,1188,32
78690,49,среднее,1210,32
121220,22,высшее,1134,32
120739,44,среднее,1208,32
99114,39,среднее,1134,32
35086,42,высшее,1183,32
164304,36,среднее,1134,32
27039,16,среднее,1188,32
122869,34,среднее,1154,32
97137,40,среднее,1194,32
4161,25,высшее,1181,32
84439,53,среднее,1134,32
14233,39,среднее,530,32
159880,31,среднее,1174,32
25259,36,среднее,1178,32
172430,47,среднее,1188,32
62030,34,среднее,1134,32
155610,43,среднее,1134,32
135332,47,среднее,1157,32
108754,37,среднее,1157,32
10337,21,высшее,1147,32
64820,16,высшее,1148,32
103086,21,высшее,1162,32
153914,62,среднее,1208,32
104539,36,среднее,1156,32
112959,26,высшее,1204,32
112003,59,среднее,1134,32
30426,23,высшее,1179,32
84283,18,высшее,1177,32
162112,35,среднее,1189,32
107268,23,высшее,1134,32
161537,35,среднее,1152,32
99845,43,среднее,1209,32
26394,18,высшее,1147,32
244,51,среднее,1160,32
96117,33,среднее,1134,32
10253,27,высшее,1180,32
168021,46,среднее,1134,32
143282,39,среднее,1134,32
35341,36,среднее,1188,32
58724,36,среднее,1148,32
79190,53,среднее,1177,32
18648,45,среднее,1185,32
167512,49,среднее,1188,32
93565,23,высшее,1189,32
48844,49,среднее,1188,32
90553,43,среднее,1134,32
96612,36,среднее,1156,32
125107,40,среднее,2,32
65379,49,среднее,1188,32
150938,43,среднее,1201,32
121859,48,среднее,1169,32
168857,46,среднее,1134,32
76562,41,среднее,1178,32
26619,41,высшее,1189,32
49062,38,среднее,1134,32
60817,38,среднее,1186,32
157350,54,среднее,1134,32
47090,43,высшее,1197,32
77601,46,среднее,1156,32
107739,26,среднее,1175,32
11908,39,среднее,1188,32
53836,51,среднее,1159,32
172891,36,среднее,1156,32
125040,33,высшее,1141,32
949,42,среднее,1188,32
70256,28,среднее,1167,32
62992,56,среднее,1188,32
22963,46,среднее,1162,32
93810,42,среднее,1134,32
6056,28,среднее,1188,32
92011,16,высшее,1157,32
111762,52,среднее,1211,32
55326,54,среднее,1183,32
155157,44,среднее,1134,32
25595,28,среднее,1166,32
113234,51,среднее,1179,32
164118,24,высшее,1156,32
55614,35,среднее,1189,32
119673,38,среднее,1192,32
166883,45,среднее,1168,32
3699,51,среднее,1134,32
99977,34,среднее,1202,32
137649,29,среднее,1134,32
163720,42,среднее,1198,32
127158,75,среднее,1145,32
18510,43,среднее,1207,32
165631,36,среднее,1134,32
51175,26,высшее,1208,32
24747,36,среднее,1188,32
8850,43,среднее,1187,32
50884,39,среднее,1187,32
112151,53,среднее,1188,32
35404,43,среднее,1168,32
91842,68,среднее,1134,32
46048,39,среднее,1168,32
163143,44,среднее,1134,32
75324,57,среднее,1171,32
72961,45,среднее,1190,32
68517,33,среднее,496,32
102130,55,среднее,1134,32
126938,28,высшее,1134,32
69202,34,среднее,1188,32
11407,40,среднее,1188,32
11475,23,высшее,1187,32
111009,49,среднее,1134,32
152902,54,среднее,1188,32
142841,34,среднее,1157,32
130253,31,среднее,1160,32
19867,37,среднее,1134,32
63672,22,высшее,1179,32
36930,48,среднее,1188,32
77245,38,среднее,1159,32
105965,38,среднее,1134,32
133637,40,среднее,1160,32
93020,63,среднее,1179,32
112176,43,среднее,1177,32
28463,41,среднее,1188,32
141646,22,высшее,1204,32
154095,21,высшее,1165,32
116097,33,среднее,1199,32
120858,48,среднее,1193,32
127638,21,высшее,1183,32
39591,14,высшее,1134,32
50845,34,среднее,1157,32
89864,76,среднее,1134,32
95455,34,среднее,1179,32
85815,34,среднее,372,32
107281,43,среднее,1134,32
44286,38,среднее,1157,32
173009,34,среднее,1134,32
53208,21,высшее,1192,32
157433,41,среднее,1134,32
12445,32,среднее,1203,32
170005,47,среднее,1160,32
62863,29,среднее,1188,32
24163,36,среднее,1178,32
150052,35,среднее,1152,32
64101,33,среднее,1171,32
136963,25,высшее,1147,32
54503,38,среднее,1181,32
719,56,среднее,1148,32
8211,31,среднее,1167,32
116241,62,среднее,1167,32
155444,62,среднее,1188,32
148204,55,среднее,1177,32
174569,49,среднее,1170,32
12796,31,среднее,1201,32
57362,46,среднее,1134,32
36241,39,среднее,1164,32
116680,52,среднее,1174,32
73766,36,среднее,1204,32
120069,29,среднее,1163,32
110353,47,среднее,1190,32
89855,50,среднее,1163,32
78250,45,среднее,1153,32
124359,71,среднее,1188,32
108738,43,среднее,1134,32
127253,33,среднее,1185,32
119444,33,среднее,1157,32
114678,34,среднее,1173,32
116069,44,среднее,1134,32
9204,48,среднее,1183,32
104760,47,среднее,1134,32
167508,38,среднее,1180,32
38265,43,среднее,1134,32
45133,37,среднее,1134,32
173172,36,среднее,1162,32
79314,66,среднее,1153,32
90372,49,среднее,1157,32
33879,42,среднее,1201,32
13006,42,среднее,1179,32
47465,28,высшее,1141,32
50731,30,среднее,432,2
95577,22,высшее,1134,32
152251,39,среднее,1134,32
69531,16,высшее,1202,32
59450,46,среднее,1134,32
170544,35,среднее,1134,32
8422,46,среднее,1177,32
3021,29,среднее,1178,32
125053,40,среднее,1200,32
1579,44,среднее,1162,32
176720,41,среднее,1206,32
124338,34,среднее,1147,32
7017,41,среднее,1190,32
131782,16,высшее,1198,32
25270,36,среднее,1134,32
65327,17,высшее,1178,32
165552,37,среднее,1147,32
81102,22,высшее,1177,32
16507,52,среднее,1134,32
22642,37,среднее,1182,32
159113,46,среднее,1190,32
110035,17,высшее,1188,32
144540,29,среднее,1168,32
37316,48,среднее,1190,32
146470,19,высшее,1198,32
62512,36,среднее,1193,32
37980,48,среднее,1164,32
104225,62,среднее,1188,32
124372,40,среднее,1134,32
69069,27,высшее,1157,32
33611,48,среднее,1134,32
160595,39,высшее,1204,32
165869,32,среднее,875,32
117169,46,среднее,1156,32
7787,48,высшее,1152,32
33103,27,среднее,1134,32
161644,45,среднее,1185,32
156186,39,среднее,1177,32
36395,47,среднее,1188,32
168202,56,среднее,1201,32
57554,27,среднее,1193,32
152711,30,среднее,1198,32
157124,38,среднее,1134,32
162215,44,среднее,62,32
60410,29,среднее,1163,32
23267,46,среднее,1176,32
145331,36,среднее,1203,32
83148,42,среднее,1134,32
139248,25,высшее,1183,32
46897,28,среднее,1141,32
15315,37,среднее,1171,32
4388,23,высшее,1202,32
45564,34,среднее,1201,32
123749,46,среднее,1134,32
21653,39,среднее,1134,32
156165,37,среднее,1162,32
168135,28,среднее,61,32
65573,28,среднее,1134,32
24621,53,среднее,1134,32
73087,36,среднее,1188,32
86069,65,среднее,1134,32
27878,38,среднее,1188,32
117315,32,среднее,1187,32
137447,46,высшее,1179,32
39611,37,среднее,1134,32
105677,23,высшее,1134,32
27843,34,среднее,1134,32
130968,41,среднее,1163,32
123584,24,высшее,1134,32
101551,45,среднее,1187,32
17223,33,среднее,1187,32
83817,36,среднее,1202,32
43527,30,среднее,1188,32
135148,45,среднее,1177,32
164129,34,среднее,1134,32
165030,36,среднее,1208,32
106234,33,среднее,1134,32
38579,31,среднее,1188,32
75436,22,высшее,1190,32
139376,48,среднее,1157,32
15979,53,среднее,1188,32
133179,48,среднее,1134,32
599,37,среднее,1134,32
28591,5,среднее,1157,32
140712,28,среднее,1144,32
170554,55,среднее,1188,32
136036,38,среднее,1134,32
13262,47,высшее,1134,32
32836,57,среднее,1188,32
105363,40,среднее,1191,32
135251,45,среднее,269,32
68932,21,высшее,1183,32
164563,37,среднее,1134,32
95871,34,среднее,1188,32
2123,43,среднее,1182,32
83102,55,среднее,1148,32
48657,30,среднее,1134,32
115632,31,среднее,1190,32
143153,33,среднее,1177,32
8329,38,среднее,1133,32
137111,22,высшее,1162,32
88500,65,среднее,1155,32
162464,40,среднее,1185,32
177880,37,среднее,1177,32
117883,12,среднее,1154,32
11196,35,среднее,1174,32
173723,36,среднее,1154,32
172437,25,высшее,1204,32
45390,40,среднее,1162,32
120827,23,высшее,1134,32
168010,62,среднее,1134,32
157252,34,среднее,1165,32
28095,37,среднее,1158,32
156354,32,среднее,1201,32
8188,45,среднее,1157,32
1798,62,среднее,1167,32
34639,25,высшее,1208,32
153755,45,среднее,1134,32
53475,28,среднее,1152,32
164232,43,среднее,1177,32
18010,46,среднее,1177,32
23218,50,среднее,1204,32
63416,26,высшее,1134,32
138067,36,среднее,1134,32
34169,60,среднее,1134,32
152473,17,высшее,1141,32
79244,37,среднее,35,32
114287,33,среднее,1187,32
93730,46,среднее,1188,32
114984,30,среднее,1134,32
61438,52,среднее,1195,32
20540,40,среднее,1134,32
7435,26,высшее,1186,32
136388,32,среднее,1177,32
118505,34,среднее,1134,32
5839,44,среднее,1188,32
134618,45,среднее,1171,32
117947,15,высшее,1167,32
19374,31,среднее,1134,32
69639,46,среднее,1134,32
115888,46,среднее,1201,32
21885,32,среднее,1168,32
67262,32,среднее,1152,32
52096,55,среднее,1134,32
35155,38,среднее,1204,32
161378,58,среднее,1178,32
122561,37,среднее,1185,32
56825,41,среднее,1187,32
3264,38,среднее,112,32
103395,43,среднее,1160,32
67352,66,среднее,1134,32
160742,25,высшее,1134,32
22887,19,высшее,1188,32
39778,53,высшее,62,32
56111,36,среднее,1133,32
11757,31,среднее,1201,32
164552,37,среднее,1201,32
63663,19,высшее,1187,32
176880,38,среднее,1201,32
165706,44,среднее,1134,32
175871,46,среднее,1177,32
53350,37,среднее,1163,32
148026,47,среднее,1153,32
104692,36,среднее,1175,32
5680,20,высшее,1204,32
107943,34,среднее,1134,32
156523,47,среднее,1186,32
164377,39,среднее,1188,32
122710,23,высшее,1152,32
78885,30,среднее,1141,32
23566,42,среднее,1188,32
74480,39,среднее,1168,32
149405,45,среднее,1188,32
134960,60,среднее,1134,32
5258,32,среднее,1162,32
100535,21,высшее,1177,32
99458,39,среднее,1179,32
171935,46,среднее,1211,32
151597,39,среднее,1161,32
30421,41,среднее,1159,32
99249,54,среднее,1186,32
98238,24,среднее,1134,32
113580,57,среднее,1160,32
174223,35,среднее,1188,32
143222,42,среднее,1162,32
44340,47,среднее,73,32
131470,38,среднее,1134,32
133763,28,среднее,1178,32
5694,16,высшее,1178,32
101375,36,среднее,1188,32
141436,64,среднее,1167,32
25767,31,среднее,1134,32
66799,73,среднее,1201,32
26659,48,среднее,1166,32
42048,16,высшее,1188,32
165303,36,среднее,1133,32
90321,59,среднее,1204,32
89148,16,высшее,1162,32
130813,27,высшее,1177,32
84080,32,среднее,1134,32
56141,10,среднее,1194,32
9296,32,среднее,34,32
100591,36,среднее,1178,32
155023,32,среднее,1188,32
102336,42,среднее,1134,32
100624,15,высшее,1134,32
72974,29,среднее,1157,32
80683,45,среднее,1134,32
30425,34,среднее,1134,32
70685,41,высшее,1190,32
90914,41,среднее,1201,32
15371,40,среднее,1157,32
65258,47,среднее,1201,32
73156,37,среднее,1134,32
50207,26,высшее,350,17
9326,42,среднее,1189,32
44930,49,среднее,1188,32
28066,37,среднее,1188,32
53192,54,среднее,1134,32
65188,60,среднее,1134,32
125568,38,среднее,1179,32
121526,15,высшее,1192,32
171010,36,среднее,1188,32
127189,28,среднее,1134,32
967,45,среднее,1134,32
67952,21,высшее,1187,32
51528,43,среднее,1134,32
159939,26,высшее,1134,32
78146,42,среднее,1134,32
157289,26,высшее,1193,32
93500,34,среднее,1188,32
59048,22,высшее,1190,32
54465,63,среднее,1134,32
76125,18,высшее,1199,32
83176,40,среднее,1159,32
44625,43,среднее,1156,32
167579,47,среднее,1157,32
79089,47,среднее,1188,32
148205,34,среднее,1188,32
161753,23,высшее,1156,32
169929,33,среднее,1179,32
160310,37,среднее,190,32
113287,29,среднее,1159,32
103804,38,среднее,1157,32
159414,41,среднее,1134,32
20979,52,среднее,1162,32
167784,37,среднее,1188,32
26016,53,среднее,1200,32
75334,38,среднее,1179,32
147959,58,среднее,1134,32
123337,30,среднее,1206,32
80791,23,высшее,1188,32
117077,42,среднее,1185,32
97867,41,среднее,1175,32
25225,48,среднее,1156,32
21697,51,среднее,1178,32
3798,55,среднее,545,32
165954,72,среднее,1164,32
105525,41,среднее,1189,32
14127,40,среднее,1188,32
171867,34,высшее,1204,32
33947,34,среднее,1134,32
53228,31,среднее,1178,32
4902,21,высшее,1160,32
97568,45,среднее,1145,32
147992,52,среднее,1134,32
53956,29,среднее,1198,32
165219,40,среднее,1150,32
85040,51,среднее,1178,32
143107,49,среднее,1178,32
65099,42,среднее,1176,32
132669,37,среднее,1134,32
34995,16,высшее,1190,32
144412,35,среднее,1157,32
128614,38,среднее,1150,32
30680,44,среднее,1134,32
117204,33,среднее,1153,32
158634,41,среднее,1198,32
52460,33,среднее,1153,32
168179,37,среднее,1187,32
31904,41,высшее,1190,32
101961,65,среднее,1176,32
21624,38,среднее,1162,32
163111,64,среднее,1134,32
101244,25,высшее,1150,32
132181,31,среднее,1179,32
164750,54,среднее,1188,32
175673,15,высшее,1192,32
96218,48,среднее,1183,32
23733,56,среднее,1181,32
49357,66,среднее,1148,32
103669,49,среднее,1134,32
170580,55,среднее,1187,32
33269,20,высшее,1188,32
125246,15,высшее,1167,32
154039,44,среднее,1207,32
62045,28,высшее,9,32
97140,30,среднее,1190,32
140557,52,среднее,1155,32
77850,38,среднее,1160,32
109659,35,среднее,1178,32
153393,38,среднее,1165,32
56627,33,среднее,1187,32
67809,53,среднее,1134,32
162293,16,высшее,1188,32
173660,53,среднее,1178,32
135292,25,высшее,1145,32
102895,31,среднее,1134,32
100995,29,высшее,1168,32
13672,46,среднее,1204,32
143753,44,среднее,1195,32
69456,15,высшее,1206,32
122569,54,среднее,1157,32
103864,40,среднее,1167,32
154950,46,среднее,1134,32
29691,36,среднее,1190,32
23982,41,среднее,1188,32
26252,10,среднее,1134,32
63252,17,высшее,1168,32
38871,16,высшее,1157,32
52152,18,высшее,1162,32
45194,54,высшее,1134,32
121183,42,среднее,1190,32
24773,39,высшее,1157,32
57078,45,среднее,259,32
132371,38,среднее,1157,32
169028,34,среднее,1157,32
119204,35,среднее,1134,32
136026,15,высшее,1204,32
176642,43,среднее,1157,32
59804,55,среднее,1133,32
145107,42,среднее,1201,32
100504,37,среднее,1183,32
3837,35,среднее,1134,32
80216,40,среднее,1183,32
114372,33,среднее,1192,32
44365,34,среднее,1186,32
12434,36,среднее,1157,32
3003,40,среднее,1134,32
95568,16,высшее,1198,32
150993,26,высшее,1188,32
131177,35,среднее,1167,32
95398,40,среднее,1175,32
67925,40,среднее,1134,32
57404,34,среднее,1134,32
104205,27,среднее,1160,32
122435,35,среднее,1134,32
151438,54,среднее,1188,32
118585,59,среднее,1185,32
139286,56,среднее,1188,32
144679,47,среднее,1188,32
106616,50,среднее,1134,32
103759,61,высшее,1195,32
71172,37,среднее,1170,32
119041,31,среднее,1205,32
65411,32,высшее,1188,32
62092,34,среднее,1183,32
9624,36,среднее,1186,32
73841,30,среднее,1183,32
133552,33,среднее,1188,32
94731,62,среднее,1157,32
25972,22,высшее,1154,32
165415,28,высшее,1159,32
152382,62,среднее,1156,32
61401,28,среднее,1203,32
106696,45,среднее,1167,32
145611,32,среднее,1157,32
81672,36,среднее,1186,32
78130,45,среднее,1188,32
109295,9,среднее,1134,32
52339,47,среднее,1134,32
104085,40,среднее,1168,32
97220,35,среднее,1134,32
65834,25,высшее,1159,32
68521,27,высшее,1134,32
83973,43,среднее,1204,32
7219,22,высшее,2,32
34305,37,среднее,1134,32
80525,31,среднее,1158,32
801,16,высшее,1192,32
16661,39,среднее,1188,32
86498,67,среднее,1165,32
89444,39,среднее,1168,32
10466,48,среднее,1178,32
100168,23,высшее,1192,32
35671,39,среднее,1162,32
151670,21,высшее,1177,32
103972,17,высшее,1157,32
103455,22,высшее,1134,32
34265,22,высшее,1197,32
172470,68,среднее,1188,32
137533,20,высшее,1134,32
165090,46,среднее,1141,32
103389,22,высшее,1182,32
117974,49,среднее,1203,32
48853,33,среднее,1156,32
75953,41,среднее,1165,32
